age,job,education,housing,loan,output,marital
29,management,university.degree,yes,no,no,married
35,admin.,university.degree,yes,yes,no,single
40,technician,basic.9y,no,no,no,married
42,housemaid,university.degree,no,no,no,married
34,admin.,high.school,yes,yes,no,single
47,technician,high.school,yes,no,no,married
39,admin.,university.degree,yes,no,no,married
55,technician,basic.6y,yes,no,no,married
44,services,high.school,yes,no,no,married
34,blue-collar,basic.6y,no,yes,no,married
45,admin.,university.degree,yes,no,no,married
50,admin.,university.degree,yes,no,yes,married
55,self-employed,basic.9y,yes,no,no,married
28,admin.,high.school,no,no,no,married
30,technician,high.school,no,no,no,married
32,housemaid,basic.4y,yes,no,no,married
31,management,university.degree,yes,no,no,married
32,services,high.school,yes,no,no,married
39,blue-collar,professional.course,no,no,no,married
24,admin.,high.school,yes,yes,no,single
57,retired,professional.course,yes,no,yes,married
27,technician,university.degree,yes,no,no,married
44,admin.,university.degree,yes,no,yes,married
32,admin.,university.degree,yes,no,no,married
37,housemaid,university.degree,yes,no,no,married
29,admin.,university.degree,no,no,no,married
31,unemployed,university.degree,yes,no,yes,single
58,blue-collar,basic.4y,yes,no,no,married
32,technician,professional.course,yes,no,no,single
48,services,basic.4y,yes,no,no,married
42,blue-collar,professional.course,yes,no,no,married
31,admin.,university.degree,no,yes,no,single
41,blue-collar,basic.9y,no,no,no,married
33,self-employed,basic.4y,yes,no,no,single
45,technician,professional.course,no,no,no,married
30,admin.,university.degree,no,no,no,married
30,admin.,university.degree,no,no,no,single
53,self-employed,basic.9y,yes,no,no,married
32,blue-collar,basic.6y,unknown,unknown,no,single
27,admin.,university.degree,yes,no,no,single
46,admin.,high.school,yes,no,no,married
29,admin.,university.degree,no,no,no,single
43,management,university.degree,no,no,no,married
26,admin.,university.degree,no,no,no,single
47,admin.,university.degree,yes,no,no,married
39,blue-collar,basic.9y,no,no,yes,married
29,self-employed,university.degree,yes,yes,no,single
33,admin.,university.degree,no,no,yes,single
56,retired,high.school,yes,yes,no,married
30,technician,university.degree,yes,no,yes,single
32,technician,university.degree,no,yes,no,married
33,services,professional.course,no,no,no,married
49,technician,university.degree,no,no,no,married
33,blue-collar,basic.6y,yes,no,no,married
58,self-employed,university.degree,no,no,no,married
37,admin.,professional.course,yes,no,no,married
48,housemaid,high.school,no,no,no,married
39,technician,basic.6y,no,no,no,married
53,admin.,basic.6y,yes,no,no,single
59,housemaid,basic.4y,no,yes,no,married
40,admin.,university.degree,no,yes,no,married
44,blue-collar,basic.9y,yes,yes,no,single
39,technician,professional.course,no,no,yes,married
30,self-employed,university.degree,yes,no,no,married
48,admin.,university.degree,yes,no,no,married
51,technician,high.school,yes,no,no,divorced
29,admin.,university.degree,no,no,no,married
38,blue-collar,high.school,no,no,no,single
30,blue-collar,basic.4y,yes,no,no,married
62,retired,university.degree,yes,yes,no,single
30,technician,professional.course,yes,no,no,single
36,admin.,high.school,yes,no,yes,single
32,student,university.degree,no,no,no,single
56,unemployed,basic.9y,yes,yes,no,married
39,admin.,high.school,yes,no,no,married
36,admin.,high.school,no,yes,no,single
36,technician,university.degree,yes,no,no,married
34,blue-collar,basic.6y,yes,no,no,married
21,student,high.school,no,no,yes,single
44,blue-collar,basic.9y,yes,no,no,married
31,admin.,high.school,no,no,yes,married
37,admin.,professional.course,no,no,no,single
37,technician,university.degree,yes,no,no,married
30,blue-collar,basic.9y,yes,no,no,married
47,technician,professional.course,yes,no,no,divorced
41,admin.,high.school,no,no,no,divorced
33,technician,professional.course,yes,no,no,married
57,technician,professional.course,yes,no,no,married
29,services,university.degree,no,no,no,single
33,admin.,university.degree,no,no,no,divorced
40,admin.,professional.course,yes,yes,no,divorced
43,technician,university.degree,unknown,unknown,yes,married
27,admin.,basic.9y,yes,yes,no,single
41,management,university.degree,no,no,no,married
58,retired,basic.4y,yes,no,no,married
28,blue-collar,basic.9y,no,yes,no,married
55,admin.,high.school,yes,no,yes,divorced
54,self-employed,university.degree,no,no,no,married
56,management,university.degree,no,no,no,divorced
56,unemployed,high.school,yes,no,no,divorced
40,technician,high.school,yes,no,no,married
49,management,university.degree,no,no,no,married
30,admin.,university.degree,no,no,no,single
29,student,professional.course,no,no,no,single
31,admin.,university.degree,no,yes,no,single
30,admin.,high.school,no,no,no,married
34,admin.,university.degree,yes,no,no,divorced
44,entrepreneur,basic.4y,no,no,no,divorced
32,technician,university.degree,no,no,no,single
38,housemaid,university.degree,no,no,yes,divorced
37,self-employed,university.degree,yes,no,no,married
29,technician,university.degree,no,no,no,married
30,admin.,university.degree,yes,no,no,single
54,management,university.degree,yes,no,no,married
43,blue-collar,basic.9y,yes,yes,no,married
33,admin.,university.degree,no,no,no,married
32,admin.,university.degree,yes,no,no,single
57,retired,professional.course,yes,no,no,married
29,admin.,university.degree,yes,no,no,married
36,entrepreneur,unknown,yes,no,no,married
48,blue-collar,basic.9y,yes,no,yes,married
30,blue-collar,basic.9y,yes,yes,no,married
45,admin.,university.degree,yes,no,no,married
42,blue-collar,basic.6y,yes,no,no,married
31,admin.,high.school,no,no,no,single
28,services,unknown,yes,no,no,single
53,services,unknown,yes,no,yes,married
58,admin.,university.degree,yes,no,no,married
32,services,high.school,no,yes,no,married
31,unemployed,university.degree,no,no,no,married
53,blue-collar,basic.4y,no,no,no,married
53,admin.,basic.9y,no,no,no,married
32,housemaid,university.degree,yes,yes,no,married
32,services,basic.6y,unknown,unknown,no,single
43,unemployed,basic.9y,yes,no,no,married
44,housemaid,basic.4y,no,no,no,married
45,blue-collar,high.school,no,no,no,married
41,blue-collar,unknown,no,no,no,married
64,unknown,unknown,yes,yes,no,married
30,self-employed,university.degree,yes,no,no,married
31,technician,professional.course,no,no,yes,married
27,admin.,high.school,no,no,yes,single
38,technician,professional.course,yes,yes,no,married
37,admin.,university.degree,no,yes,no,single
50,blue-collar,basic.9y,unknown,unknown,no,married
60,technician,professional.course,yes,no,no,divorced
50,technician,professional.course,no,no,no,divorced
34,admin.,high.school,no,no,no,single
45,admin.,basic.6y,no,yes,no,married
39,services,professional.course,yes,no,no,single
36,blue-collar,basic.6y,no,no,no,married
34,management,high.school,yes,no,yes,married
31,blue-collar,high.school,yes,no,yes,divorced
27,student,university.degree,yes,no,no,single
35,blue-collar,basic.6y,yes,no,no,married
50,technician,university.degree,no,no,no,married
53,management,university.degree,yes,no,no,married
27,blue-collar,basic.4y,yes,no,no,married
57,housemaid,university.degree,no,no,no,married
37,blue-collar,basic.9y,unknown,unknown,no,married
59,technician,basic.6y,no,no,no,married
49,housemaid,professional.course,no,no,no,married
32,management,high.school,no,yes,no,married
34,unemployed,basic.9y,yes,no,no,married
25,self-employed,university.degree,no,no,no,single
45,blue-collar,basic.9y,yes,yes,no,married
34,blue-collar,basic.6y,no,no,no,married
29,admin.,university.degree,no,no,no,single
53,blue-collar,unknown,yes,no,no,married
29,technician,professional.course,yes,no,no,single
39,housemaid,basic.4y,no,no,no,married
40,admin.,high.school,yes,no,no,divorced
27,services,university.degree,yes,no,yes,single
55,unemployed,basic.9y,yes,no,no,married
32,services,high.school,no,no,no,married
54,admin.,professional.course,yes,no,no,married
39,unemployed,university.degree,yes,no,no,married
43,technician,professional.course,no,no,no,divorced
41,blue-collar,basic.4y,yes,no,no,divorced
26,admin.,high.school,no,yes,no,married
52,technician,professional.course,yes,yes,no,married
44,admin.,university.degree,no,no,no,married
38,blue-collar,basic.9y,no,no,no,married
42,services,university.degree,unknown,unknown,no,married
44,admin.,university.degree,no,no,no,married
27,admin.,basic.6y,yes,no,no,single
28,management,university.degree,no,no,yes,married
47,housemaid,university.degree,yes,no,yes,married
34,services,high.school,yes,no,no,married
55,blue-collar,basic.4y,yes,yes,no,divorced
34,blue-collar,basic.9y,yes,no,no,married
25,admin.,university.degree,no,no,no,single
31,technician,professional.course,yes,no,no,single
35,admin.,high.school,yes,no,no,married
50,management,university.degree,no,no,no,married
22,blue-collar,basic.9y,no,no,no,single
48,unknown,basic.4y,no,no,no,married
35,blue-collar,basic.4y,no,no,no,married
34,technician,professional.course,yes,no,no,married
50,blue-collar,basic.4y,yes,yes,no,married
25,student,high.school,yes,no,no,single
51,entrepreneur,university.degree,yes,no,no,divorced
32,student,high.school,yes,no,no,single
59,management,university.degree,yes,no,no,married
37,blue-collar,basic.9y,no,no,no,married
40,blue-collar,basic.4y,no,no,no,married
26,technician,professional.course,yes,no,no,single
32,admin.,high.school,no,no,no,married
33,management,university.degree,yes,yes,yes,single
35,self-employed,basic.4y,no,no,no,married
32,student,university.degree,yes,no,no,single
35,admin.,high.school,no,no,no,married
31,technician,university.degree,yes,no,yes,single
38,blue-collar,basic.9y,no,no,yes,married
30,student,high.school,no,no,yes,single
32,services,high.school,yes,no,yes,married
44,blue-collar,basic.9y,no,no,no,married
35,admin.,university.degree,yes,no,no,single
48,blue-collar,basic.9y,no,no,no,married
52,retired,university.degree,no,no,no,married
41,blue-collar,basic.9y,yes,yes,no,married
65,housemaid,basic.4y,no,no,no,married
43,services,high.school,no,no,no,divorced
40,blue-collar,professional.course,no,yes,no,married
30,admin.,university.degree,no,no,no,married
66,retired,high.school,no,no,no,divorced
44,services,high.school,no,no,no,single
35,admin.,high.school,yes,yes,no,married
57,management,university.degree,no,no,no,married
26,blue-collar,basic.6y,no,no,no,single
39,unemployed,university.degree,yes,no,no,married
45,services,basic.6y,unknown,unknown,no,married
35,technician,professional.course,yes,no,yes,single
42,housemaid,university.degree,no,no,no,married
36,admin.,university.degree,no,no,no,single
46,admin.,university.degree,no,yes,no,single
35,self-employed,university.degree,yes,no,no,married
24,admin.,high.school,yes,no,no,single
50,technician,university.degree,yes,no,no,married
36,admin.,university.degree,no,no,no,single
39,technician,professional.course,no,no,no,single
57,blue-collar,basic.4y,yes,no,no,married
42,blue-collar,basic.4y,no,no,no,married
31,blue-collar,university.degree,no,no,no,single
41,admin.,unknown,yes,yes,yes,single
25,blue-collar,basic.4y,no,no,no,married
58,blue-collar,basic.4y,yes,no,no,married
33,self-employed,university.degree,no,no,no,married
42,technician,unknown,no,no,no,single
41,management,university.degree,no,no,no,married
49,blue-collar,basic.6y,no,no,no,divorced
44,blue-collar,basic.9y,yes,no,no,married
52,services,university.degree,no,no,no,married
26,blue-collar,basic.9y,no,no,no,married
43,admin.,high.school,no,no,no,married
43,technician,university.degree,yes,no,no,married
26,housemaid,basic.4y,yes,no,no,married
34,blue-collar,basic.6y,yes,no,no,married
24,services,high.school,no,no,no,single
33,self-employed,university.degree,no,no,no,single
38,self-employed,unknown,no,no,no,single
31,blue-collar,basic.4y,no,no,no,married
32,admin.,university.degree,yes,no,no,divorced
25,self-employed,unknown,no,no,no,single
26,admin.,university.degree,no,no,no,single
56,retired,basic.4y,no,no,no,married
38,blue-collar,basic.6y,no,no,no,married
37,admin.,high.school,yes,no,no,married
22,blue-collar,basic.9y,yes,yes,yes,single
50,blue-collar,basic.9y,no,no,no,married
34,blue-collar,basic.9y,no,no,no,married
35,technician,university.degree,yes,no,no,single
48,services,basic.9y,unknown,unknown,no,divorced
25,admin.,high.school,no,no,no,married
39,blue-collar,basic.4y,no,no,no,single
52,technician,professional.course,yes,yes,yes,married
48,technician,university.degree,no,no,no,married
44,blue-collar,basic.9y,yes,no,no,single
30,technician,professional.course,yes,no,no,single
32,management,high.school,no,no,no,married
52,unemployed,university.degree,no,no,no,married
44,blue-collar,professional.course,no,no,no,single
29,admin.,university.degree,yes,yes,yes,single
41,admin.,university.degree,no,no,no,married
26,technician,high.school,yes,no,no,married
32,admin.,university.degree,yes,no,no,single
31,admin.,university.degree,yes,no,no,single
29,admin.,basic.9y,yes,no,no,single
58,blue-collar,basic.4y,yes,no,no,married
56,technician,basic.4y,unknown,unknown,no,married
23,blue-collar,professional.course,yes,no,no,single
50,technician,professional.course,yes,no,yes,married
29,admin.,university.degree,yes,no,yes,married
31,admin.,university.degree,yes,yes,no,single
48,housemaid,basic.4y,no,no,no,married
27,blue-collar,unknown,unknown,unknown,no,single
24,technician,professional.course,no,no,no,divorced
35,technician,high.school,no,no,no,married
42,technician,university.degree,no,no,no,married
37,admin.,high.school,no,no,no,married
33,admin.,university.degree,yes,no,no,married
58,management,university.degree,no,no,no,married
54,retired,basic.9y,yes,no,no,married
54,technician,professional.course,yes,no,no,married
39,technician,professional.course,no,no,no,single
48,admin.,basic.9y,no,no,no,married
34,blue-collar,basic.4y,no,no,no,divorced
28,blue-collar,basic.9y,no,no,no,single
30,admin.,high.school,no,no,no,single
59,retired,professional.course,yes,no,no,married
29,admin.,high.school,yes,no,no,single
25,admin.,high.school,no,no,no,married
47,admin.,high.school,yes,no,no,divorced
32,admin.,university.degree,no,yes,no,married
30,blue-collar,basic.6y,no,no,no,married
24,technician,university.degree,no,no,no,single
58,entrepreneur,high.school,no,no,no,married
44,management,university.degree,no,no,no,married
36,admin.,university.degree,yes,yes,no,married
33,self-employed,basic.9y,yes,no,no,divorced
31,blue-collar,high.school,no,no,no,single
38,admin.,university.degree,yes,no,yes,single
35,management,university.degree,yes,no,no,married
29,blue-collar,basic.9y,no,no,no,married
58,management,university.degree,yes,no,no,married
43,blue-collar,basic.4y,yes,no,no,married
55,self-employed,basic.4y,unknown,unknown,no,married
53,management,university.degree,yes,no,no,married
38,entrepreneur,basic.9y,yes,no,no,married
36,technician,professional.course,no,no,no,single
56,retired,professional.course,no,no,no,married
32,admin.,university.degree,no,no,no,married
48,blue-collar,basic.9y,yes,no,no,married
31,technician,university.degree,no,no,no,married
50,self-employed,basic.4y,yes,no,no,married
38,services,high.school,yes,no,no,married
34,admin.,university.degree,no,no,no,single
41,blue-collar,basic.4y,yes,no,no,married
51,management,university.degree,yes,no,no,married
26,admin.,high.school,no,no,yes,single
34,admin.,university.degree,no,no,yes,single
41,technician,university.degree,yes,yes,no,married
41,technician,professional.course,unknown,unknown,yes,married
26,blue-collar,basic.9y,yes,no,no,married
32,blue-collar,basic.6y,yes,no,yes,married
49,blue-collar,basic.6y,no,yes,no,married
39,technician,high.school,no,no,no,married
38,blue-collar,basic.9y,unknown,unknown,no,married
52,retired,professional.course,no,no,no,divorced
57,self-employed,university.degree,no,yes,yes,married
38,housemaid,university.degree,no,no,no,married
31,admin.,high.school,no,no,no,married
57,blue-collar,basic.4y,no,no,no,married
42,self-employed,professional.course,unknown,unknown,no,married
32,admin.,high.school,yes,no,no,married
31,blue-collar,basic.9y,yes,no,no,married
32,entrepreneur,high.school,yes,no,no,married
40,management,unknown,yes,no,no,married
58,blue-collar,basic.4y,yes,no,yes,married
44,admin.,university.degree,yes,no,no,married
46,entrepreneur,unknown,yes,no,no,married
47,admin.,basic.6y,yes,no,no,married
44,management,basic.6y,yes,yes,no,married
39,admin.,high.school,no,no,no,married
38,technician,professional.course,yes,yes,yes,married
59,blue-collar,basic.4y,no,no,no,married
49,management,university.degree,yes,yes,no,divorced
51,admin.,university.degree,no,no,no,married
55,unemployed,university.degree,yes,no,no,married
49,technician,high.school,yes,no,no,divorced
44,admin.,basic.4y,yes,no,no,married
29,blue-collar,high.school,yes,yes,no,single
49,blue-collar,unknown,no,no,no,married
49,technician,professional.course,no,no,no,married
45,admin.,basic.9y,no,no,no,divorced
39,blue-collar,basic.9y,no,no,no,married
35,blue-collar,basic.9y,no,no,no,married
55,entrepreneur,unknown,no,no,yes,single
30,services,high.school,no,no,no,single
26,management,university.degree,yes,no,no,single
37,technician,professional.course,yes,no,no,single
29,self-employed,basic.6y,yes,no,no,married
54,blue-collar,basic.4y,no,no,no,married
35,technician,university.degree,no,no,no,married
41,technician,professional.course,yes,no,no,single
31,technician,professional.course,no,no,no,married
30,admin.,university.degree,no,no,no,married
43,technician,professional.course,yes,no,no,married
31,blue-collar,professional.course,no,no,no,married
33,admin.,university.degree,yes,no,yes,single
30,management,university.degree,no,yes,no,divorced
47,admin.,university.degree,no,no,no,single
32,services,professional.course,yes,no,no,married
49,management,university.degree,yes,no,no,married
41,technician,high.school,yes,no,no,married
60,blue-collar,professional.course,no,no,no,married
42,services,high.school,yes,no,no,married
39,services,high.school,yes,no,yes,married
52,admin.,unknown,no,no,no,married
29,blue-collar,basic.6y,yes,no,no,married
40,blue-collar,professional.course,yes,no,no,single
30,services,high.school,no,no,no,married
38,admin.,high.school,no,no,no,married
37,admin.,high.school,no,no,no,married
60,blue-collar,basic.4y,no,no,no,divorced
26,blue-collar,basic.9y,yes,no,no,single
37,management,university.degree,no,no,no,married
56,services,high.school,no,yes,no,married
44,technician,high.school,yes,yes,no,married
46,admin.,high.school,no,no,no,married
59,admin.,university.degree,no,no,yes,married
52,services,high.school,yes,no,no,married
40,technician,professional.course,no,no,no,divorced
44,services,high.school,yes,no,no,married
35,management,university.degree,yes,no,no,married
33,technician,professional.course,no,no,no,married
38,blue-collar,basic.4y,yes,no,no,married
53,entrepreneur,basic.4y,yes,yes,yes,married
56,unemployed,high.school,yes,no,no,divorced
48,blue-collar,high.school,yes,no,no,married
45,admin.,high.school,yes,no,no,divorced
56,admin.,university.degree,no,no,no,married
48,management,university.degree,yes,no,yes,married
62,admin.,high.school,no,no,yes,married
24,services,high.school,no,no,yes,single
33,admin.,high.school,no,no,no,single
49,technician,professional.course,yes,no,no,divorced
54,housemaid,professional.course,no,no,no,married
57,technician,university.degree,no,yes,no,divorced
31,admin.,high.school,no,no,no,single
51,admin.,university.degree,yes,no,no,married
35,admin.,basic.4y,no,no,no,single
50,technician,university.degree,yes,no,yes,single
30,admin.,university.degree,yes,no,no,single
30,blue-collar,basic.9y,yes,no,no,married
32,blue-collar,basic.6y,no,no,no,married
45,blue-collar,high.school,yes,no,no,single
46,admin.,high.school,yes,no,yes,divorced
48,blue-collar,basic.4y,no,no,no,married
31,entrepreneur,university.degree,no,no,no,single
40,technician,university.degree,yes,yes,no,married
56,blue-collar,basic.4y,no,no,no,unknown
42,technician,professional.course,no,no,yes,married
57,admin.,university.degree,no,no,no,divorced
47,technician,professional.course,no,no,no,married
36,technician,university.degree,yes,yes,no,married
53,services,high.school,no,no,no,married
58,self-employed,basic.9y,no,no,no,married
36,blue-collar,basic.9y,unknown,unknown,no,married
35,admin.,university.degree,yes,no,no,single
34,blue-collar,basic.9y,yes,no,no,married
41,admin.,basic.6y,no,no,yes,married
30,unknown,professional.course,no,no,no,married
30,technician,professional.course,yes,no,no,single
37,services,high.school,yes,no,no,single
53,services,basic.9y,yes,no,no,married
34,services,high.school,yes,yes,no,unknown
28,admin.,university.degree,yes,no,no,single
29,entrepreneur,university.degree,no,no,no,single
44,admin.,university.degree,yes,no,no,married
56,retired,high.school,yes,yes,yes,married
31,services,high.school,no,no,no,single
40,blue-collar,basic.9y,yes,no,no,single
47,blue-collar,high.school,yes,yes,no,married
37,management,university.degree,no,no,no,single
57,retired,university.degree,yes,no,no,married
37,blue-collar,professional.course,no,no,no,single
52,self-employed,basic.4y,yes,no,no,single
34,admin.,university.degree,no,yes,no,single
43,services,high.school,no,yes,no,married
34,blue-collar,unknown,no,no,no,single
49,admin.,university.degree,no,no,no,married
25,admin.,high.school,yes,no,no,single
38,services,high.school,no,yes,no,married
40,unemployed,high.school,no,yes,no,divorced
31,technician,university.degree,no,no,no,single
29,technician,professional.course,no,no,no,married
57,admin.,university.degree,yes,no,no,married
38,management,university.degree,no,no,no,married
48,admin.,university.degree,yes,no,no,single
32,admin.,university.degree,no,no,yes,single
30,self-employed,university.degree,yes,no,no,married
52,retired,basic.4y,yes,yes,no,divorced
34,services,high.school,no,no,no,divorced
60,blue-collar,basic.4y,yes,no,no,married
37,technician,professional.course,no,no,no,married
47,technician,high.school,yes,no,no,divorced
57,admin.,unknown,yes,no,yes,married
28,admin.,university.degree,yes,no,no,married
61,admin.,university.degree,yes,no,yes,married
33,admin.,university.degree,yes,no,yes,married
36,technician,professional.course,no,no,no,married
53,services,basic.9y,yes,no,no,married
36,blue-collar,unknown,no,no,no,married
31,self-employed,university.degree,yes,yes,no,married
44,management,basic.9y,yes,no,no,divorced
37,blue-collar,basic.9y,yes,no,no,married
32,technician,university.degree,yes,yes,no,single
44,blue-collar,high.school,yes,no,no,married
29,management,university.degree,yes,no,no,single
37,management,unknown,no,yes,no,divorced
48,retired,basic.4y,no,yes,no,married
33,services,university.degree,yes,no,yes,single
38,blue-collar,basic.6y,yes,no,no,married
41,blue-collar,basic.4y,no,no,no,married
57,housemaid,basic.4y,yes,no,no,married
35,blue-collar,basic.9y,no,no,no,married
34,blue-collar,basic.9y,yes,no,no,married
50,entrepreneur,basic.9y,yes,no,no,married
49,management,university.degree,no,no,no,married
28,blue-collar,basic.9y,no,no,no,married
53,admin.,unknown,no,no,no,single
52,admin.,professional.course,yes,yes,no,married
35,admin.,professional.course,yes,no,no,single
65,technician,professional.course,no,no,no,married
26,blue-collar,basic.9y,yes,no,no,married
56,blue-collar,basic.9y,yes,yes,no,divorced
39,housemaid,basic.9y,yes,no,no,married
23,admin.,high.school,yes,no,no,single
32,admin.,university.degree,no,no,no,single
35,admin.,university.degree,yes,no,no,single
50,management,university.degree,no,no,no,married
52,management,professional.course,unknown,unknown,no,married
58,retired,university.degree,yes,no,no,divorced
37,blue-collar,professional.course,yes,no,no,divorced
34,admin.,university.degree,no,no,yes,single
54,technician,professional.course,yes,no,no,married
60,admin.,university.degree,no,no,no,married
30,blue-collar,basic.9y,yes,no,no,married
34,blue-collar,basic.9y,no,no,no,married
30,blue-collar,high.school,yes,no,no,married
43,blue-collar,basic.9y,yes,no,no,married
37,blue-collar,basic.4y,yes,no,no,married
34,technician,high.school,no,no,no,married
30,admin.,high.school,unknown,unknown,no,married
31,technician,basic.6y,yes,no,no,married
41,services,high.school,yes,no,yes,married
48,admin.,university.degree,no,no,no,married
21,student,high.school,no,no,yes,single
42,admin.,unknown,no,no,no,married
38,blue-collar,basic.6y,yes,no,no,married
42,self-employed,university.degree,yes,no,no,married
40,technician,professional.course,yes,no,no,married
33,admin.,university.degree,no,no,no,married
37,admin.,university.degree,yes,no,no,divorced
37,blue-collar,high.school,no,no,no,married
38,blue-collar,high.school,no,no,yes,single
52,management,university.degree,no,no,no,divorced
44,technician,professional.course,yes,no,no,single
38,technician,high.school,no,no,no,single
24,services,high.school,yes,no,no,single
32,technician,professional.course,yes,yes,no,single
32,services,high.school,no,no,no,married
44,services,unknown,no,yes,yes,married
39,services,university.degree,yes,no,no,single
57,blue-collar,basic.4y,yes,no,no,married
50,admin.,university.degree,yes,no,yes,married
50,services,basic.4y,yes,no,yes,married
36,management,university.degree,yes,yes,no,married
40,services,high.school,no,no,no,divorced
47,blue-collar,basic.6y,yes,yes,no,married
36,student,unknown,yes,no,no,single
33,admin.,high.school,yes,no,no,single
27,admin.,high.school,yes,no,no,single
60,retired,university.degree,no,no,no,married
37,entrepreneur,university.degree,yes,no,no,married
35,management,high.school,yes,no,no,married
49,admin.,basic.4y,yes,no,no,married
40,admin.,university.degree,no,no,no,divorced
43,blue-collar,basic.9y,yes,no,no,married
47,admin.,university.degree,no,no,yes,married
33,management,university.degree,no,no,no,married
40,admin.,high.school,no,no,no,single
58,blue-collar,basic.4y,yes,no,no,married
46,technician,professional.course,yes,no,no,divorced
38,blue-collar,basic.6y,yes,no,no,married
47,services,high.school,no,no,no,divorced
59,admin.,professional.course,yes,yes,no,married
35,services,basic.9y,no,yes,no,married
29,admin.,university.degree,yes,no,no,single
50,management,professional.course,yes,no,no,married
39,management,university.degree,yes,no,no,divorced
32,admin.,professional.course,no,yes,no,single
31,technician,university.degree,no,yes,no,married
24,services,high.school,yes,no,no,married
41,services,high.school,yes,yes,no,married
22,services,high.school,yes,no,no,single
28,self-employed,university.degree,no,no,no,single
41,admin.,basic.9y,yes,no,no,married
36,blue-collar,basic.9y,no,no,no,married
53,admin.,university.degree,yes,no,no,divorced
28,entrepreneur,basic.4y,yes,no,no,married
62,management,high.school,no,no,yes,divorced
52,admin.,university.degree,yes,yes,no,divorced
28,admin.,university.degree,yes,no,yes,divorced
29,blue-collar,basic.6y,no,no,no,single
39,blue-collar,basic.9y,yes,no,no,divorced
39,technician,university.degree,no,yes,yes,single
60,admin.,professional.course,yes,no,yes,married
33,technician,professional.course,yes,no,no,married
32,blue-collar,basic.6y,no,yes,no,married
49,self-employed,professional.course,yes,no,no,married
31,admin.,high.school,no,no,no,married
27,housemaid,high.school,yes,no,no,married
38,services,high.school,no,no,no,married
31,admin.,university.degree,no,no,no,married
40,management,high.school,no,no,no,single
28,admin.,high.school,yes,no,yes,married
56,admin.,high.school,no,no,no,married
35,admin.,university.degree,no,no,no,single
56,management,basic.9y,yes,yes,no,married
35,technician,professional.course,yes,no,no,divorced
46,admin.,basic.9y,yes,no,no,divorced
32,blue-collar,basic.9y,yes,yes,no,married
45,services,unknown,no,no,yes,single
34,management,basic.6y,yes,no,no,divorced
56,housemaid,basic.4y,yes,no,no,divorced
39,technician,professional.course,no,no,yes,single
24,unknown,university.degree,yes,no,no,single
50,management,university.degree,yes,no,no,single
43,unemployed,basic.9y,no,no,no,divorced
52,retired,high.school,yes,no,no,married
59,technician,university.degree,no,no,no,married
27,blue-collar,basic.4y,yes,no,no,married
33,unemployed,basic.9y,yes,no,no,married
25,services,high.school,no,no,no,single
47,housemaid,professional.course,yes,yes,no,married
31,blue-collar,high.school,yes,no,no,single
43,blue-collar,basic.9y,unknown,unknown,no,married
34,blue-collar,basic.9y,no,no,no,single
50,services,high.school,yes,no,no,married
31,admin.,university.degree,yes,no,no,married
45,services,basic.4y,no,no,no,divorced
35,technician,professional.course,yes,no,no,married
59,blue-collar,basic.4y,no,no,yes,married
29,technician,university.degree,no,yes,no,married
28,admin.,university.degree,yes,no,no,single
45,admin.,high.school,yes,no,no,married
47,technician,university.degree,no,no,no,single
41,self-employed,university.degree,yes,no,no,married
42,management,high.school,no,no,no,married
32,technician,university.degree,yes,no,yes,single
32,blue-collar,basic.6y,yes,no,no,married
33,blue-collar,high.school,no,no,no,married
43,management,unknown,no,no,no,married
34,blue-collar,university.degree,no,yes,no,married
59,housemaid,basic.4y,no,no,no,married
31,admin.,university.degree,yes,no,no,married
24,admin.,university.degree,yes,yes,no,single
27,blue-collar,basic.9y,no,no,no,single
37,services,high.school,yes,no,no,married
53,self-employed,university.degree,yes,no,no,married
31,blue-collar,basic.9y,yes,no,yes,married
56,technician,professional.course,no,no,no,married
35,technician,high.school,unknown,unknown,no,married
54,retired,professional.course,no,no,yes,married
39,entrepreneur,basic.9y,yes,yes,no,married
44,management,basic.9y,yes,no,no,married
49,technician,professional.course,yes,yes,no,married
47,management,basic.4y,no,yes,no,married
30,blue-collar,basic.6y,no,no,no,single
29,admin.,high.school,no,no,no,single
39,technician,professional.course,yes,no,no,single
33,entrepreneur,university.degree,yes,no,no,married
32,technician,university.degree,no,no,no,married
49,technician,unknown,no,no,yes,married
32,admin.,university.degree,yes,no,no,married
52,admin.,high.school,yes,no,no,divorced
28,services,high.school,no,yes,yes,divorced
29,admin.,university.degree,yes,no,no,single
47,management,high.school,no,no,no,married
36,admin.,high.school,no,no,no,married
23,blue-collar,basic.9y,no,no,yes,single
59,technician,basic.4y,yes,no,no,divorced
45,unknown,high.school,yes,no,no,single
29,blue-collar,basic.6y,no,no,no,married
74,retired,high.school,yes,yes,no,divorced
66,retired,basic.4y,yes,yes,yes,married
46,admin.,high.school,no,no,no,married
43,blue-collar,unknown,no,no,no,single
46,management,university.degree,yes,no,no,married
49,admin.,high.school,no,no,no,married
28,management,university.degree,no,no,no,single
34,unemployed,university.degree,no,no,no,single
43,technician,basic.9y,yes,yes,no,married
45,blue-collar,basic.4y,no,no,no,married
46,technician,professional.course,no,no,no,divorced
36,management,university.degree,no,no,no,married
44,blue-collar,basic.4y,no,no,no,married
30,technician,university.degree,yes,no,no,married
42,technician,professional.course,no,no,no,married
48,admin.,university.degree,no,no,yes,divorced
34,blue-collar,basic.9y,yes,no,no,single
